,X.2,name,Cores,Frequency_GHz,Turbo_1core,L2_MiB,L3_MiB,TDP_W,Launched,Price,GPU_Frequency_MHz,Memory,Mobile,HPC_or_server,Firm,Transistors,Die_size,Desktop.x,Model,Process_nm,Threads,MaxMemoryGiB,Turbo_2core,Turbo_3core,Turbo_4core,Turbo_Max,GPU,GPU_Turbo_MHz,date,price,X,Type,Release.Date,Process.Size..nm.,TDP..W.,Die.Size..mm.2.,Transistors..million.,Freq..MHz.,Foundry,Vendor,FP16.GFLOPS,FP32.GFLOPS,FP64.GFLOPS,Desktop.y,Server,Desktop,Density,Speed,Energy_efficiency,Dennard_l,Dennard_r,real_Price,real_price,log_Density,I(log_Density^2),log_Energy_efficiency,I(log_Energy_efficiency^2),log_Speed,I(log_Speed^2),log_L2_MiB,I(log_L2_MiB^2),log_Cores,I(log_Cores^2),Num_processors,HPC_or_server2
156111,156111,Intel Core i7-4771,NA,3.5,NA,NA,NA,84,9/17/13,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/17/13,319.99,1521,CPU,9/1/13,22,84,177,1400,3500,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.5,58.33333,NA,0,399.6739,399.6739,2.068077844,4.276945968,4.066173628,16.53376797,1.252762968,1.569415055,NA,NA,NA,NA,,0
156647,156647,Intel Core i7-990X,NA,3.466,NA,NA,NA,130,8/16/12,NA,NA,NA,NA,0,NA,1170,239,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,8/16/12,1029.99,1607,CPU,2/24/11,32,130,239,1170,3466,Intel,Intel,NA,NA,NA,1,0,1,4.895397,3.466,31.194,NA,0,1286.478,1286.478,1.588295376,2.522682201,3.440225769,11.83515334,1.243001191,1.545051962,NA,NA,NA,NA,,0
157252,157252,Intel Core i7-4790S,NA,3.1,NA,NA,NA,65,6/6/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,6/6/14,314.99,1524,CPU,5/1/14,22,65,177,1400,3100,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.1,66.76923,NA,0,393.4288,393.4288,2.068077844,4.276945968,4.201242346,17.65043725,1.131402111,1.280070738,NA,NA,NA,NA,,0
157502,157502,Intel Xeon E5-2440 v2,NA,1.9,NA,NA,NA,95,11/13/14,NA,NA,NA,NA,1,NA,1400,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,11/13/14,799.99,1991,CPU,9/1/13,22,95,160,1400,1900,Intel,Intel,NA,NA,NA,0,1,0,8.75,1.9,28,NA,0,999.2035,999.2035,2.1690537,4.704793955,3.33220451,11.1035869,0.641853886,0.411976411,NA,NA,NA,NA,2,1
157642,157642,Intel Core i7-980,NA,3.333,NA,NA,NA,130,7/16/11,NA,NA,NA,NA,0,NA,1170,239,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,7/16/11,599.99,1601,CPU,6/26/11,32,130,239,1170,3333,Intel,Intel,NA,NA,NA,1,0,1,4.895397,3.333,29.997,NA,0,749.3995,749.3995,1.588295376,2.522682201,3.401097377,11.56746337,1.203872799,1.449309717,NA,NA,NA,NA,,0
157741,157741,Intel Core i7-980X,NA,3.333,NA,NA,NA,130,6/4/16,NA,NA,NA,NA,0,NA,1170,239,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,6/4/16,499,1603,CPU,3/16/10,32,130,239,1170,3333,Intel,Intel,NA,NA,NA,1,0,1,4.895397,3.333,29.997,NA,0,623.261,623.261,1.588295376,2.522682201,3.401097377,11.56746337,1.203872799,1.449309717,NA,NA,NA,NA,,0
158783,158783,Intel Core i7-4960HQ,NA,2.6,NA,NA,NA,47,9/30/13,NA,NA,NA,NA,0,NA,1400,264,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/30/13,623,1535,CPU,9/1/13,22,47,264,1400,2600,Intel,Intel,NA,NA,NA,0,0,0,5.30303,2.6,77.44681,NA,0,778.1395,778.1395,1.668278355,2.783152671,4.349591378,18.91894516,0.955511445,0.913002122,NA,NA,NA,NA,,0
159146,159146,Intel Core i7-970,NA,3.2,NA,NA,NA,130,7/17/10,NA,NA,NA,NA,0,NA,1170,239,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,7/17/10,899.99,1593,CPU,7/19/10,32,130,239,1170,3200,Intel,Intel,NA,NA,NA,1,0,1,4.895397,3.2,28.8,NA,0,1124.106,1124.106,1.588295376,2.522682201,3.360375387,11.29212274,1.16315081,1.352919806,NA,NA,NA,NA,,0
159265,159265,Intel Core i7-4820K,NA,3.7,NA,NA,NA,130,9/21/13,NA,NA,NA,NA,0,NA,1860,257,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/21/13,329.99,1526,CPU,9/1/13,22,130,257,1860,3700,Intel,Intel,NA,NA,NA,1,0,1,7.237354,3.7,52.93846,NA,0,412.1641,412.1641,1.97925567,3.917453007,3.969130107,15.75399381,1.30833282,1.711734767,NA,NA,NA,NA,,0
160897,160897,Intel Xeon E5-2420 v2,NA,2.2,NA,NA,NA,80,9/18/14,NA,NA,NA,NA,1,NA,1400,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/18/14,439.99,1989,CPU,9/1/13,22,80,160,1400,2200,Intel,Intel,NA,NA,NA,0,1,0,8.75,2.2,38.5,NA,0,549.5563,549.5563,2.1690537,4.704793955,3.650658241,13.32730559,0.78845736,0.621665009,NA,NA,NA,NA,2,1
160921,160921,Intel Core i7-4910MQ,NA,2.9,NA,NA,NA,47,12/31/13,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,12/31/13,570,1531,CPU,1/20/14,22,47,177,1400,2900,Intel,Intel,NA,NA,NA,0,0,0,7.909605,2.9,86.38298,NA,0,711.9414,711.9414,2.068077844,4.276945968,4.458790666,19.8808142,1.064710737,1.133608953,NA,NA,NA,NA,,0
161651,161651,Intel Core i7-4810MQ,NA,2.8,NA,NA,NA,47,1/18/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,1/18/14,378,1525,CPU,1/20/14,22,47,177,1400,2800,Intel,Intel,NA,NA,NA,0,0,0,7.909605,2.8,83.40426,NA,0,472.1296,472.1296,2.068077844,4.276945968,4.423699387,19.56911627,1.029619417,1.060116144,NA,NA,NA,NA,,0
162368,162368,Intel Core i7-3940XM,NA,3,NA,NA,NA,55,10/18/12,NA,NA,NA,NA,0,NA,1400,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,10/18/12,1096,1507,CPU,9/3/12,22,55,160,1400,3000,Intel,Intel,NA,NA,NA,0,0,0,8.75,3,76.36364,NA,0,1368.926,1368.926,2.1690537,4.704793955,4.335506667,18.79661806,1.098612289,1.206948961,NA,NA,NA,NA,,0
162395,162395,Intel Core i7-3840QM,NA,2.8,NA,NA,NA,45,9/11/12,NA,NA,NA,NA,0,NA,1400,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/11/12,568,1503,CPU,9/3/12,22,45,160,1400,2800,Intel,Intel,NA,NA,NA,0,0,0,8.75,2.8,87.11111,NA,0,709.4434,709.4434,2.1690537,4.704793955,4.46718443,19.95573673,1.029619417,1.060116144,NA,NA,NA,NA,,0
162780,162780,Intel Core i7-3740QM,NA,2.7,NA,NA,NA,45,10/18/12,NA,NA,NA,NA,0,NA,1400,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,10/18/12,378,1501,CPU,9/3/12,22,45,160,1400,2700,Intel,Intel,NA,NA,NA,0,0,0,8.75,2.7,84,NA,0,472.1296,472.1296,2.1690537,4.704793955,4.430816799,19.6321375,0.993251773,0.986549085,NA,NA,NA,NA,,0
162866,162866,Intel Core i7-2700K,NA,3.5,NA,NA,NA,95,10/30/11,NA,NA,NA,NA,0,NA,1160,216,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,10/30/11,369.99,1484,CPU,10/24/11,32,95,216,1160,3500,Intel,Intel,NA,NA,NA,1,0,1,5.37037,3.5,42.73684,NA,0,462.1249,462.1249,1.680896807,2.825414077,3.755061312,14.10048545,1.252762968,1.569415055,NA,NA,NA,NA,,0
163248,163248,Intel Core i5-4690K,NA,3.5,NA,NA,NA,88,7/8/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,7/8/14,239.99,1395,CPU,6/2/14,22,88,177,1400,3500,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.5,55.68182,NA,0,299.7523,299.7523,2.068077844,4.276945968,4.019653702,16.15761589,1.252762968,1.569415055,NA,NA,NA,NA,,0
163789,163789,Intel Core i5-4690,NA,3.4,NA,NA,NA,84,5/16/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,5/16/14,224.99,1394,CPU,5/1/14,22,84,177,1400,3400,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.4,56.66667,NA,0,281.017,281.017,2.068077844,4.276945968,4.037186207,16.29887247,1.223775432,1.497626307,NA,NA,NA,NA,,0
164375,164375,Intel Core i7-4710HQ,NA,2.5,NA,NA,NA,47,12/31/69,NA,NA,NA,NA,0,NA,1400,264,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,12/31/69,378,1517,CPU,4/1/14,22,47,264,1400,2500,Intel,Intel,NA,NA,NA,0,0,0,5.30303,2.5,74.46809,NA,1,472.1296,472.1296,1.668278355,2.783152671,4.310370711,18.57929567,0.916290732,0.839588705,NA,NA,NA,NA,,0
165463,165463,Intel Core i5-4590,NA,3.3,NA,NA,NA,84,5/16/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,5/16/14,199.99,1391,CPU,5/1/14,22,84,177,1400,3300,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.3,55,NA,0,249.7915,249.7915,2.068077844,4.276945968,4.007333185,16.05871926,1.193922468,1.425450861,NA,NA,NA,NA,,0
167677,167677,Intel Core i5-4590S,NA,2.9,NA,NA,NA,65,5/12/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,5/12/14,199.99,1392,CPU,5/1/14,22,65,177,1400,2900,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.9,62.46154,NA,0,249.7915,249.7915,2.068077844,4.276945968,4.134551007,17.09451203,1.064710737,1.133608953,NA,NA,NA,NA,,0
167740,167740,Intel Core i7-3630QM,NA,2.4,NA,NA,NA,45,6/30/12,NA,NA,NA,NA,0,NA,1480,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,6/30/12,378,1496,CPU,9/1/12,22,45,160,1480,2400,Intel,Intel,NA,NA,NA,0,0,0,9.25,2.4,78.93333,NA,0,472.1296,472.1296,2.224623552,4.948949946,4.368603572,19.08469717,0.875468737,0.76644551,NA,NA,NA,NA,,0
168994,168994,Intel Core i5-4440,NA,3.1,NA,NA,NA,84,9/4/13,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/4/13,199.99,1388,CPU,9/1/13,22,84,177,1400,3100,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.1,51.66667,NA,0,249.7915,249.7915,2.068077844,4.276945968,3.944812893,15.56154876,1.131402111,1.280070738,NA,NA,NA,NA,,0
169281,169281,Intel Core i7-2960XM,NA,2.7,NA,NA,NA,55,11/30/11,NA,NA,NA,NA,0,NA,1160,216,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,11/30/11,1096,1489,CPU,9/4/11,32,55,216,1160,2700,Intel,Intel,NA,NA,NA,0,0,0,5.37037,2.7,56.94545,NA,0,1368.926,1368.926,1.680896807,2.825414077,4.042093792,16.33852222,0.993251773,0.986549085,NA,NA,NA,NA,,0
170005,170005,Intel Core i7-3632QM,NA,2.2,NA,NA,NA,35,10/1/12,NA,NA,NA,NA,0,NA,1480,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,10/1/12,378,1497,CPU,10/19/12,22,35,160,1480,2200,Intel,Intel,NA,NA,NA,0,0,0,9.25,2.2,93.02857,NA,0,472.1296,472.1296,2.224623552,4.948949946,4.53290665,20.5472427,0.78845736,0.621665009,NA,NA,NA,NA,,0
170104,170104,AMD Athlon 240GE,NA,3.5,NA,NA,NA,35,1/29/19,NA,NA,NA,NA,0,NA,4800,192,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,1/29/19,69.09,104,CPU,12/21/18,14,35,192,4800,3500,Unknown,AMD,NA,NA,NA,1,0,1,25,3.5,480,NA,0,86.29479,86.29479,3.218875825,10.36116158,6.173786104,38.11563486,1.252762968,1.569415055,NA,NA,NA,NA,,0
170538,170538,AMD Athlon 3000G,NA,3.5,NA,NA,NA,35,11/6/19,NA,NA,NA,NA,0,NA,4800,148,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,11/6/19,49,105,CPU,11/20/19,14,35,148,4800,3500,Unknown,AMD,NA,NA,NA,1,0,1,32.43243,3.5,480,NA,0,61.20198,61.20198,3.479158848,12.10454629,6.173786104,38.11563486,1.252762968,1.569415055,NA,NA,NA,NA,,0
170635,170635,AMD Athlon 220GE,NA,3.4,NA,NA,NA,35,4/14/19,NA,NA,NA,NA,0,NA,4800,192,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,4/14/19,69.99,101,CPU,6/1/18,14,35,192,4800,3400,Unknown,AMD,NA,NA,NA,1,0,1,25,3.4,466.2857,NA,0,87.41891,87.41891,3.218875825,10.36116158,6.144798536,37.75854905,1.223775432,1.497626307,NA,NA,NA,NA,,0
170946,170946,Intel Core i5-4440S,NA,2.8,NA,NA,NA,65,12/21/13,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,12/21/13,199.99,1389,CPU,9/1/13,22,65,177,1400,2800,Intel,Intel,NA,NA,NA,1,0,1,7.909605,2.8,60.30769,NA,0,249.7915,249.7915,2.068077844,4.276945968,4.099459625,16.80556921,1.029619417,1.060116144,NA,NA,NA,NA,,0
171193,171193,Intel Core i5-3475S,NA,2.9,NA,NA,NA,65,10/23/17,NA,NA,NA,NA,0,NA,1400,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,10/23/17,85.9,1375,CPU,6/1/12,22,65,160,1400,2900,Intel,Intel,NA,NA,NA,1,0,1,8.75,2.9,62.46154,NA,0,107.2908,107.2908,2.1690537,4.704793955,4.134551007,17.09451203,1.064710737,1.133608953,NA,NA,NA,NA,,0
172496,172496,AMD Athlon 200GE,NA,3.2,NA,NA,NA,35,1/5/19,NA,NA,NA,NA,0,NA,4800,192,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,1/5/19,59.99,100,CPU,9/6/18,14,35,192,4800,3200,Unknown,AMD,NA,NA,NA,1,0,1,25,3.2,438.8571,NA,0,74.92871,74.92871,3.218875825,10.36116158,6.084173848,37.01717141,1.16315081,1.352919806,NA,NA,NA,NA,,0
172967,172967,Intel Core i3-4370,NA,3.8,NA,NA,NA,54,9/15/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/15/14,159.99,1277,CPU,7/1/14,22,54,177,1400,3800,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.8,98.51852,NA,0,199.8307,199.8307,2.068077844,4.276945968,4.590244551,21.07034504,1.335001067,1.782227848,NA,NA,NA,NA,,0
174608,174608,Intel Core i5-2320,NA,3,NA,NA,NA,95,12/14/11,NA,NA,NA,NA,0,NA,1160,216,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,12/14/11,189.99,1349,CPU,9/4/11,32,95,216,1160,3000,Intel,Intel,NA,NA,NA,1,0,1,5.37037,3,36.63158,NA,0,237.3013,237.3013,1.680896807,2.825414077,3.60091071,12.96655794,1.098612289,1.206948961,NA,NA,NA,NA,,0
174716,174716,Intel Core i5-2310,NA,2.9,NA,NA,NA,95,6/4/11,NA,NA,NA,NA,0,NA,1160,216,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,6/4/11,189.99,1348,CPU,5/22/11,32,95,216,1160,2900,Intel,Intel,NA,NA,NA,1,0,1,5.37037,2.9,35.41053,NA,0,237.3013,237.3013,1.680896807,2.825414077,3.567009234,12.72355487,1.064710737,1.133608953,NA,NA,NA,NA,,0
175495,175495,Intel Core i3-4360,NA,3.7,NA,NA,NA,54,3/31/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,3/31/14,149,1275,CPU,5/1/14,22,54,177,1400,3700,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.7,95.92593,NA,0,186.104,186.104,2.068077844,4.276945968,4.563576331,20.82622893,1.30833282,1.711734767,NA,NA,NA,NA,,0
175595,175595,AMD Athlon X4 950,NA,3.5,NA,NA,NA,65,9/1/17,NA,NA,NA,NA,0,NA,1178,246,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,9/1/17,59.99,322,CPU,7/27/17,28,65,246,1178,3500,Unknown,AMD,NA,NA,NA,1,0,1,4.788618,3.5,63.43077,NA,0,74.92871,74.92871,1.566241852,2.453113539,4.149949075,17.22207732,1.252762968,1.569415055,NA,NA,NA,NA,,0
175685,175685,Intel Core i3-4340,NA,3.6,NA,NA,NA,54,9/19/13,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/19/13,159.99,1273,CPU,9/1/13,22,54,177,1400,3600,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.6,93.33333,NA,0,199.8307,199.8307,2.068077844,4.276945968,4.536177279,20.5769043,1.280933845,1.640791516,NA,NA,NA,NA,,0
175719,175719,AMD A10-9700,NA,3.5,NA,NA,NA,65,8/26/17,NA,NA,NA,NA,0,NA,1178,246,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,8/26/17,89.99,16,CPU,7/27/17,28,65,246,1178,3500,Unknown,AMD,NA,NA,NA,1,0,1,4.788618,3.5,63.43077,NA,0,112.3993,112.3993,1.566241852,2.453113539,4.149949075,17.22207732,1.252762968,1.569415055,NA,NA,NA,NA,,0
175942,175942,Intel Core i3-4330,NA,3.5,NA,NA,NA,54,9/15/13,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/15/13,149.99,1271,CPU,9/1/13,22,54,177,1400,3500,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.5,90.74074,NA,0,187.3405,187.3405,2.068077844,4.276945968,4.508006429,20.32212197,1.252762968,1.569415055,NA,NA,NA,NA,,0
176335,176335,Intel Core i3-4160,NA,3.6,NA,NA,NA,54,8/5/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,8/5/14,134.99,1269,CPU,7/21/14,22,54,177,1400,3600,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.6,93.33333,NA,0,168.6052,168.6052,2.068077844,4.276945968,4.536177279,20.5769043,1.280933845,1.640791516,NA,NA,NA,NA,,0
176644,176644,AMD A8-7680,NA,3.5,NA,NA,NA,45,1/14/19,NA,NA,NA,NA,0,NA,1178,246,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,1/14/19,58.16,84,CPU,10/26/18,28,45,246,1178,3500,Unknown,AMD,NA,NA,NA,1,0,1,4.788618,3.5,91.62222,NA,0,72.643,72.643,1.566241852,2.453113539,4.517673819,20.40937673,1.252762968,1.569415055,NA,NA,NA,NA,,0
176764,176764,Intel Xeon E5-2407 v2,NA,2.4,NA,NA,NA,80,11/13/14,NA,NA,NA,NA,1,NA,1400,160,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,11/13/14,246.99,1988,CPU,9/1/13,22,80,160,1400,2400,Intel,Intel,NA,NA,NA,0,1,0,8.75,2.4,42,NA,0,308.4954,308.4954,2.1690537,4.704793955,3.737669618,13.97017418,0.875468737,0.76644551,NA,NA,NA,NA,,1
176774,176774,AMD A10-7890K,NA,4,NA,NA,NA,95,4/20/16,NA,NA,NA,NA,0,NA,1178,246,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,4/20/16,168.99,15,CPU,1/11/16,28,95,246,1178,4000,Unknown,AMD,NA,NA,NA,1,0,1,4.788618,4,49.6,NA,0,211.0719,211.0719,1.566241852,2.453113539,3.903990834,15.24114443,1.386294361,1.921812056,NA,NA,NA,NA,,0
176947,176947,AMD A12-9800,NA,3.8,NA,NA,NA,65,8/24/17,NA,NA,NA,NA,0,NA,1178,246,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,8/24/17,122.46,18,CPU,7/27/17,28,65,246,1178,3800,Unknown,AMD,NA,NA,NA,1,0,1,4.788618,3.8,68.86769,NA,0,152.955,152.955,1.566241852,2.453113539,4.232187128,17.91140788,1.335001067,1.782227848,NA,NA,NA,NA,,0
177126,177126,Intel Core i3-4350,NA,3.6,NA,NA,NA,54,6/28/14,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,6/28/14,149.99,1274,CPU,5/1/14,22,54,177,1400,3600,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.6,93.33333,NA,0,187.3405,187.3405,2.068077844,4.276945968,4.536177279,20.5769043,1.280933845,1.640791516,NA,NA,NA,NA,,0
177219,177219,AMD A10-7870K,NA,3.9,NA,NA,NA,95,6/15/15,NA,NA,NA,NA,0,NA,1178,246,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,6/15/15,149.99,14,CPU,5/28/15,28,95,246,1178,3900,Unknown,AMD,NA,NA,NA,1,0,1,4.788618,3.9,48.36,NA,0,187.3405,187.3405,1.566241852,2.453113539,3.878673026,15.04410444,1.360976553,1.852257178,NA,NA,NA,NA,,0
177395,177395,AMD A12-9800E,NA,3.1,NA,NA,NA,35,9/13/17,NA,NA,NA,NA,0,NA,1178,246,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,9/13/17,104.99,19,CPU,7/27/17,28,35,246,1178,3100,Unknown,AMD,NA,NA,NA,1,0,1,4.788618,3.1,104.3371,NA,0,131.1346,131.1346,1.566241852,2.453113539,4.647627003,21.60043676,1.131402111,1.280070738,NA,NA,NA,NA,,0
177897,177897,Intel Core i7-975,NA,3.333,NA,NA,NA,130,7/3/10,NA,NA,NA,NA,0,NA,731,263,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,7/3/10,979.99,1598,CPU,6/2/09,45,130,263,731,3333,Intel,Intel,NA,NA,NA,1,0,1,2.779468,3.333,18.74172,NA,0,1224.027,1224.027,1.022259542,1.045014572,2.930752055,8.589307607,1.203872799,1.449309717,NA,NA,NA,NA,,0
178529,178529,AMD Phenom II X6 1065T,NA,2.9,NA,NA,NA,125,5/29/21,NA,NA,NA,NA,0,NA,904,346,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,5/29/21,129.99,686,CPU,12/7/10,45,125,346,904,2900,Unknown,AMD,NA,NA,NA,1,0,1,2.612717,2.9,20.9728,NA,0,162.3601,162.3601,0.960390676,0.922350251,3.04322636,9.261226679,1.064710737,1.133608953,NA,NA,NA,NA,,0
178873,178873,Intel Core i7-965,NA,3.2,NA,NA,NA,130,11/16/08,NA,NA,NA,NA,0,NA,731,263,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,11/16/08,999,1592,CPU,11/17/08,45,130,263,731,3200,Intel,Intel,NA,NA,NA,1,0,1,2.779468,3.2,17.99385,NA,0,1247.771,1247.771,1.022259542,1.045014572,2.890030033,8.352273591,1.16315081,1.352919806,NA,NA,NA,NA,,0
178965,178965,AMD Phenom II X6 1075T,NA,3,NA,NA,NA,125,10/14/10,NA,NA,NA,NA,0,NA,904,346,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,10/14/10,239.99,687,CPU,9/21/10,45,125,346,904,3000,Unknown,AMD,NA,NA,NA,1,0,1,2.612717,3,21.696,NA,0,299.7523,299.7523,0.960390676,0.922350251,3.077127912,9.468716185,1.098612289,1.206948961,NA,NA,NA,NA,,0
179120,179120,Intel Core i3-4130,NA,3.4,NA,NA,NA,54,9/3/13,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,9/3/13,129.99,1266,CPU,9/1/13,22,54,177,1400,3400,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.4,88.14815,NA,0,162.3601,162.3601,2.068077844,4.276945968,4.479018922,20.0616105,1.223775432,1.497626307,NA,NA,NA,NA,,0
179409,179409,AMD A8-9600,NA,3.1,NA,NA,NA,65,8/18/17,NA,NA,NA,NA,0,NA,1178,246,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,8/18/17,77.74,85,CPU,7/27/17,28,65,246,1178,3100,Unknown,AMD,NA,NA,NA,1,0,1,4.788618,3.1,56.18154,NA,0,97.09881,97.09881,1.566241852,2.453113539,4.028588233,16.22952315,1.131402111,1.280070738,NA,NA,NA,NA,,0
179652,179652,Intel Core i7-960,NA,3.2,NA,NA,NA,130,7/3/10,NA,NA,NA,NA,0,NA,731,263,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,7/3/10,569.99,1591,CPU,10/20/09,45,130,263,731,3200,Intel,Intel,NA,NA,NA,1,0,1,2.779468,3.2,17.99385,NA,0,711.9289,711.9289,1.022259542,1.045014572,2.890030033,8.352273591,1.16315081,1.352919806,NA,NA,NA,NA,,0
181092,181092,Intel Core i7-950,NA,3.066,NA,NA,NA,130,7/3/10,NA,NA,NA,NA,0,NA,731,263,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,7/3/10,559.99,1590,CPU,6/2/09,45,130,263,731,3066,Intel,Intel,NA,NA,NA,1,0,1,2.779468,3.066,17.24035,NA,0,699.4387,699.4387,1.022259542,1.045014572,2.847252567,8.106847178,1.12037378,1.255237408,NA,NA,NA,NA,,0
181143,181143,Intel Core i5-4330M,NA,2.8,NA,NA,NA,37,12/8/13,NA,NA,NA,NA,0,NA,1400,118,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,12/8/13,329.99,1386,CPU,9/1/13,22,37,118,1400,2800,Intel,Intel,NA,NA,NA,0,0,0,11.86441,2.8,105.9459,NA,0,412.1641,412.1641,2.473543163,6.118415777,4.662928586,21.742903,1.029619417,1.060116144,NA,NA,NA,NA,,0
181569,181569,Intel Core i3-4160T,NA,3.1,NA,NA,NA,35,7/29/17,NA,NA,NA,NA,0,NA,1400,177,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,7/29/17,141.99,1270,CPU,7/21/14,22,35,177,1400,3100,Intel,Intel,NA,NA,NA,1,0,1,7.909605,3.1,124,NA,0,177.3483,177.3483,2.068077844,4.276945968,4.820281566,23.23511437,1.131402111,1.280070738,NA,NA,NA,NA,,0
181821,181821,Intel Core i7-870,NA,2.933,NA,NA,NA,95,7/3/10,NA,NA,NA,NA,0,NA,774,296,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,7/3/10,579.99,1574,CPU,9/8/09,45,95,296,774,2933,Intel,Intel,NA,NA,NA,1,0,1,2.614865,2.933,23.89623,NA,0,724.4191,724.4191,0.961212471,0.923929414,3.173720706,10.07250312,1.07602579,1.157831501,NA,NA,NA,NA,,0
